#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
  25600      3.71e+00    2.70e+00      1.42e-01    2.76e-02      1.64e-01    1.21e-01    1.0e-03
  25700      3.38e+00    2.90e+00      7.68e-02    3.57e-02      1.50e-01    1.30e-01    1.0e-03
  25800      2.99e+00    2.09e+00      5.50e-02    4.27e-02      1.33e-01    9.34e-02    1.0e-03
  25900      4.16e+00    3.30e+00      5.23e-02    5.58e-02      1.86e-01    1.47e-01    1.0e-03
  26000      2.67e+00    2.48e+00      2.91e-02    3.74e-02      1.19e-01    1.11e-01    1.0e-03
  26100      2.54e+00    3.57e+00      6.04e-02    1.62e-01      1.13e-01    1.58e-01    1.0e-03
  26200      2.35e+00    2.09e+00      5.82e-02    2.07e-02      1.05e-01    9.32e-02    1.0e-03
  26300      3.10e+00    4.04e+00      4.94e-02    1.67e-02      1.38e-01    1.81e-01    1.0e-03
  26400      3.34e+00    2.82e+00      1.07e-01    2.54e-02      1.49e-01    1.26e-01    1.0e-03
  26500      3.05e+00    1.79e+00      3.12e-02    2.67e-02      1.36e-01    7.97e-02    1.0e-03
  26600      3.31e+00    3.76e+00      4.31e-02    1.92e-02      1.48e-01    1.68e-01    1.0e-03
  26700      2.27e+00    2.98e+00      4.53e-02    7.31e-02      1.01e-01    1.33e-01    1.0e-03
  26800      2.45e+00    2.46e+00      1.80e-01    1.48e-01      1.06e-01    1.08e-01    1.0e-03
  26900      3.75e+00    2.50e+00      2.56e-02    2.71e-02      1.67e-01    1.12e-01    1.0e-03
  27000      2.15e+00    3.88e+00      6.97e-02    1.47e-01      9.53e-02    1.72e-01    1.0e-03
  27100      2.77e+00    2.47e+00      1.05e-01    1.03e-01      1.22e-01    1.09e-01    1.0e-03
  27200      2.89e+00    2.74e+00      5.14e-02    1.71e-02      1.29e-01    1.22e-01    1.0e-03
  27300      3.10e+00    1.80e+00      1.36e-01    4.02e-02      1.37e-01    8.01e-02    1.0e-03
  27400      2.21e+00    2.59e+00      8.05e-02    7.70e-02      9.76e-02    1.15e-01    1.0e-03
  27500      2.69e+00    2.50e+00      5.78e-02    8.70e-02      1.20e-01    1.11e-01    1.0e-03
  27600      3.10e+00    3.11e+00      1.89e-01    3.96e-01      1.36e-01    1.32e-01    1.0e-03
  27700      2.82e+00    3.78e+00      8.62e-02    2.66e-03      1.25e-01    1.69e-01    1.0e-03
  27800      2.21e+00    2.68e+00      4.08e-02    8.60e-02      9.84e-02    1.19e-01    1.0e-03
  27900      3.18e+00    2.05e+00      9.18e-02    4.09e-02      1.41e-01    9.14e-02    1.0e-03
  28000      3.11e+00    2.72e+00      1.07e-01    1.85e-01      1.38e-01    1.15e-01    1.0e-03
  28100      3.57e+00    2.04e+00      4.70e-02    8.13e-05      1.59e-01    9.14e-02    1.0e-03
  28200      3.80e+00    2.18e+00      1.60e-01    2.71e-02      1.68e-01    9.75e-02    1.0e-03
  28300      2.25e+00    4.37e+00      2.45e-02    1.85e-02      1.01e-01    1.95e-01    1.0e-03
  28400      3.00e+00    4.04e+00      1.22e-01    1.00e-01      1.33e-01    1.80e-01    1.0e-03
  28500      2.03e+00    2.58e+00      7.90e-02    2.66e-02      8.95e-02    1.15e-01    1.0e-03
  28600      3.98e+00    2.32e+00      8.51e-02    1.16e-01      1.77e-01    1.01e-01    1.0e-03
  28700      3.63e+00    2.95e+00      4.50e-02    3.46e-02      1.62e-01    1.32e-01    1.0e-03
  28800      3.66e+00    3.32e+00      8.53e-02    3.31e-02      1.63e-01    1.48e-01    1.0e-03
  28900      3.65e+00    2.70e+00      9.71e-02    5.62e-02      1.63e-01    1.21e-01    1.0e-03
  29000      3.04e+00    3.23e+00      4.68e-02    8.05e-03      1.36e-01    1.44e-01    1.0e-03
  29100      3.41e+00    3.18e+00      5.48e-02    7.60e-02      1.52e-01    1.42e-01    1.0e-03
  29200      3.04e+00    2.22e+00      8.88e-02    8.02e-02      1.34e-01    9.85e-02    1.0e-03
  29300      3.51e+00    2.17e+00      6.78e-02    1.48e-01      1.56e-01    9.41e-02    1.0e-03
  29400      2.78e+00    3.92e+00      8.73e-02    1.93e-02      1.24e-01    1.75e-01    1.0e-03
  29500      2.71e+00    2.12e+00      5.34e-02    4.75e-02      1.21e-01    9.47e-02    1.0e-03
  29600      2.47e+00    2.28e+00      9.11e-02    1.11e-01      1.09e-01    1.00e-01    1.0e-03
  29700      2.45e+00    1.93e+00      8.51e-02    4.83e-02      1.08e-01    8.60e-02    1.0e-03
  29800      2.68e+00    2.20e+00      1.01e-01    5.12e-03      1.19e-01    9.82e-02    1.0e-03
  29900      2.46e+00    4.16e+00      4.20e-02    6.75e-02      1.09e-01    1.86e-01    1.0e-03
  30000      2.37e+00    3.64e+00      7.30e-02    5.65e-02      1.05e-01    1.62e-01    1.0e-03
  30100      2.54e+00    2.14e+00      1.29e-01    1.10e-01      1.11e-01    9.39e-02    1.0e-03
  30200      2.68e+00    2.61e+00      6.00e-02    8.65e-02      1.20e-01    1.16e-01    1.0e-03
  30300      2.47e+00    2.32e+00      5.90e-02    5.83e-02      1.10e-01    1.03e-01    1.0e-03
  30400      2.40e+00    3.24e+00      6.60e-02    1.81e-01      1.07e-01    1.44e-01    1.0e-03
  30500      2.29e+00    2.13e+00      5.37e-02    8.34e-02      1.02e-01    9.44e-02    1.0e-03
  30600      2.17e+00    1.94e+00      1.07e-01    6.07e-02      9.42e-02    8.64e-02    1.0e-03
  30700      3.49e+00    3.56e+00      6.95e-02    4.06e-02      1.55e-01    1.59e-01    1.0e-03
  30800      3.43e+00    2.66e+00      3.09e-02    2.62e-01      1.53e-01    1.15e-01    1.0e-03
  30900      2.12e+00    2.34e+00      1.07e-01    9.30e-02      9.31e-02    1.03e-01    1.0e-03
  31000      2.52e+00    2.52e+00      1.29e-01    1.32e-01      1.11e-01    1.11e-01    1.0e-03
  31100      2.33e+00    4.44e+00      4.70e-02    9.31e-02      1.04e-01    1.98e-01    1.0e-03
  31200      3.11e+00    2.79e+00      9.83e-02    1.48e-01      1.38e-01    1.23e-01    1.0e-03
  31300      3.50e+00    2.55e+00      5.23e-02    1.18e-01      1.56e-01    1.13e-01    1.0e-03
  31400      2.92e+00    1.89e+00      8.02e-02    1.60e-01      1.30e-01    8.08e-02    1.0e-03
  31500      2.82e+00    1.87e+00      4.49e-02    3.19e-02      1.26e-01    8.35e-02    1.0e-03
  31600      2.56e+00    2.31e+00      6.61e-02    7.86e-02      1.14e-01    1.03e-01    1.0e-03
  31700      3.27e+00    2.06e+00      5.69e-02    3.07e-02      1.46e-01    9.22e-02    1.0e-03
  31800      4.60e+00    3.31e+00      2.90e-02    1.55e-02      2.06e-01    1.48e-01    1.0e-03
  31900      2.49e+00    2.08e+00      1.11e-01    1.12e-01      1.10e-01    9.12e-02    1.0e-03
  32000      2.93e+00    2.21e+00      1.61e-01    1.11e-01      1.28e-01    9.75e-02    1.0e-03
  32100      2.54e+00    3.55e+00      1.09e-01    1.07e-01      1.12e-01    1.58e-01    1.0e-03
  32200      3.06e+00    1.87e+00      2.34e-02    5.96e-02      1.37e-01    8.32e-02    1.0e-03
  32300      2.33e+00    2.07e+00      6.67e-02    4.00e-02      1.04e-01    9.24e-02    1.0e-03
  32400      4.58e+00    2.13e+00      2.09e-02    9.31e-03      2.05e-01    9.53e-02    1.0e-03
  32500      2.76e+00    2.02e+00      1.04e-01    1.12e-03      1.21e-01    9.01e-02    1.0e-03
  32600      2.21e+00    2.66e+00      6.01e-02    1.69e-01      9.82e-02    1.17e-01    1.0e-03
  32700      2.48e+00    4.06e+00      1.64e-02    4.87e-02      1.11e-01    1.82e-01    1.0e-03
  32800      3.43e+00    2.93e+00      8.53e-02    5.62e-02      1.53e-01    1.31e-01    1.0e-03
  32900      2.96e+00    2.13e+00      1.35e-01    5.76e-02      1.30e-01    9.47e-02    1.0e-03
  33000      3.33e+00    4.16e+00      6.89e-02    8.23e-02      1.48e-01    1.86e-01    1.0e-03
  33100      2.64e+00    2.68e+00      9.14e-02    3.27e-02      1.17e-01    1.20e-01    1.0e-03
  33200      2.62e+00    2.84e+00      1.03e-01    7.39e-02      1.16e-01    1.26e-01    1.0e-03
  33300      5.70e+00    3.57e+00      1.11e-01    2.58e-02      2.54e-01    1.60e-01    1.0e-03
  33400      2.73e+00    1.98e+00      1.13e-01    3.33e-02      1.20e-01    8.85e-02    1.0e-03
  33500      3.10e+00    3.85e+00      5.65e-02    1.41e-01      1.38e-01    1.71e-01    1.0e-03
  33600      2.20e+00    2.28e+00      1.02e-01    6.68e-02      9.65e-02    1.01e-01    1.0e-03
  33700      2.51e+00    3.74e+00      1.13e-01    5.27e-02      1.11e-01    1.67e-01    1.0e-03
  33800      3.85e+00    2.04e+00      1.03e-01    1.25e-01      1.69e-01    8.93e-02    1.0e-03
  33900      2.96e+00    2.44e+00      1.31e-02    6.49e-02      1.32e-01    1.09e-01    1.0e-03
  34000      3.18e+00    2.86e+00      2.57e-02    5.38e-02      1.42e-01    1.28e-01    1.0e-03
  34100      2.91e+00    3.83e+00      1.42e-01    7.21e-02      1.28e-01    1.71e-01    1.0e-03
  34200      2.53e+00    1.86e+00      5.72e-02    9.79e-02      1.12e-01    8.17e-02    1.0e-03
  34300      3.59e+00    2.71e+00      1.64e-02    2.39e-01      1.61e-01    1.18e-01    1.0e-03
  34400      3.34e+00    3.54e+00      1.96e-02    5.39e-02      1.49e-01    1.58e-01    1.0e-03
  34500      3.28e+00    2.42e+00      3.09e-02    8.97e-02      1.47e-01    1.07e-01    1.0e-03
  34600      2.80e+00    3.24e+00      7.17e-02    3.90e-02      1.24e-01    1.45e-01    1.0e-03
  34700      3.09e+00    2.41e+00      5.61e-02    3.04e-02      1.38e-01    1.08e-01    1.0e-03
  34800      2.88e+00    2.49e+00      8.52e-02    6.36e-03      1.28e-01    1.11e-01    1.0e-03
  34900      2.78e+00    1.82e+00      2.87e-02    5.92e-02      1.24e-01    8.07e-02    1.0e-03
  35000      3.20e+00    2.25e+00      6.13e-02    1.45e-01      1.42e-01    9.79e-02    1.0e-03
  35100      3.24e+00    2.27e+00      2.63e-02    2.31e-02      1.45e-01    1.01e-01    1.0e-03
  35200      2.92e+00    2.28e+00      8.83e-02    3.77e-02      1.29e-01    1.02e-01    1.0e-03
  35300      3.04e+00    3.17e+00      6.58e-02    5.54e-02      1.36e-01    1.41e-01    1.0e-03
  35400      2.76e+00    2.62e+00      9.12e-02    7.57e-02      1.22e-01    1.16e-01    1.0e-03
  35500      3.62e+00    2.47e+00      8.85e-02    6.80e-03      1.61e-01    1.10e-01    1.0e-03
  35600      3.39e+00    2.08e+00      7.17e-02    1.31e-02      1.50e-01    9.29e-02    1.0e-03
  35700      2.77e+00    5.06e+00      7.35e-02    8.11e-02      1.23e-01    2.26e-01    1.0e-03
  35800      3.14e+00    2.38e+00      1.28e-01    1.92e-01      1.38e-01    9.88e-02    1.0e-03
  35900      3.51e+00    1.97e+00      3.28e-02    3.45e-02      1.57e-01    8.80e-02    1.0e-03
  36000      3.82e+00    1.76e+00      1.43e-02    9.97e-02      1.71e-01    7.73e-02    1.0e-03
  36100      3.07e+00    2.46e+00      8.51e-02    5.09e-02      1.36e-01    1.10e-01    1.0e-03
  36200      3.35e+00    3.09e+00      9.12e-02    9.90e-02      1.49e-01    1.37e-01    1.0e-03
  36300      2.99e+00    2.87e+00      2.72e-02    2.29e-02      1.34e-01    1.28e-01    1.0e-03
  36400      3.51e+00    3.53e+00      7.02e-02    2.95e-01      1.56e-01    1.55e-01    1.0e-03
  36500      3.88e+00    2.59e+00      3.32e-02    1.31e-01      1.73e-01    1.13e-01    1.0e-03
  36600      3.91e+00    2.36e+00      6.51e-02    3.52e-02      1.74e-01    1.05e-01    1.0e-03
  36700      2.40e+00    2.03e+00      5.59e-02    4.17e-02      1.07e-01    9.07e-02    1.0e-03
  36800      2.19e+00    2.00e+00      1.18e-01    1.06e-01      9.64e-02    8.81e-02    1.0e-03
  36900      3.84e+00    2.30e+00      6.70e-02    3.42e-02      1.71e-01    1.03e-01    1.0e-03
  37000      2.67e+00    2.74e+00      6.15e-02    2.61e-02      1.19e-01    1.23e-01    1.0e-03
  37100      3.11e+00    2.56e+00      4.35e-02    5.51e-02      1.39e-01    1.14e-01    1.0e-03
  37200      2.58e+00    2.00e+00      5.55e-03    4.57e-02      1.15e-01    8.90e-02    1.0e-03
  37300      3.57e+00    2.00e+00      1.05e-01    3.13e-02      1.59e-01    8.95e-02    1.0e-03
  37400      2.59e+00    2.59e+00      7.39e-02    3.63e-02      1.15e-01    1.16e-01    1.0e-03
  37500      2.45e+00    1.96e+00      1.15e-01    9.44e-02      1.08e-01    8.63e-02    1.0e-03
  37600      2.32e+00    4.42e+00      1.48e-01    8.06e-02      1.02e-01    1.97e-01    1.0e-03
  37700      4.30e+00    4.96e+00      4.84e-02    2.50e-02      1.92e-01    2.22e-01    1.0e-03
  37800      2.93e+00    2.44e+00      6.02e-02    3.16e-03      1.30e-01    1.09e-01    1.0e-03
  37900      2.83e+00    3.18e+00      8.72e-02    1.08e-01      1.26e-01    1.41e-01    1.0e-03
  38000      2.86e+00    2.72e+00      3.85e-02    1.72e-01      1.28e-01    1.20e-01    1.0e-03
  38100      3.61e+00    4.09e+00      5.90e-02    6.54e-02      1.61e-01    1.82e-01    1.0e-03
  38200      2.20e+00    1.74e+00      8.08e-02    4.00e-02      9.72e-02    7.75e-02    1.0e-03
  38300      2.91e+00    1.98e+00      1.01e-01    4.80e-02      1.29e-01    8.82e-02    1.0e-03
  38400      2.59e+00    2.17e+00      4.79e-02    9.00e-02      1.16e-01    9.60e-02    1.0e-03
  38500      2.45e+00    2.22e+00      4.91e-02    3.11e-02      1.09e-01    9.92e-02    1.0e-03
  38600      2.12e+00    2.11e+00      4.19e-02    7.77e-02      9.43e-02    9.37e-02    1.0e-03
  38700      3.53e+00    1.79e+00      4.13e-02    2.57e-02      1.58e-01    7.99e-02    1.0e-03
  38800      2.92e+00    4.03e+00      5.27e-02    4.81e-03      1.30e-01    1.80e-01    1.0e-03
  38900      3.57e+00    3.39e+00      7.98e-02    5.45e-02      1.59e-01    1.51e-01    1.0e-03
  39000      2.86e+00    2.45e+00      6.01e-02    6.40e-02      1.27e-01    1.09e-01    1.0e-03
  39100      2.90e+00    4.38e+00      5.29e-02    1.97e-02      1.30e-01    1.96e-01    1.0e-03
  39200      3.96e+00    3.57e+00      4.99e-02    1.36e-01      1.77e-01    1.58e-01    1.0e-03
  39300      2.08e+00    2.02e+00      7.90e-02    5.49e-02      9.21e-02    9.01e-02    1.0e-03
  39400      2.63e+00    3.07e+00      5.79e-02    8.40e-02      1.17e-01    1.37e-01    1.0e-03
  39500      2.68e+00    2.58e+00      6.31e-02    4.20e-02      1.19e-01    1.15e-01    1.0e-03
  39600      3.46e+00    3.81e+00      9.36e-02    3.44e-02      1.54e-01    1.70e-01    1.0e-03
  39700      2.80e+00    2.51e+00      8.04e-02    3.38e-02      1.25e-01    1.12e-01    1.0e-03
  39800      2.69e+00    2.84e+00      6.59e-02    5.05e-02      1.20e-01    1.27e-01    1.0e-03
  39900      2.29e+00    1.81e+00      6.32e-02    7.11e-02      1.02e-01    8.01e-02    1.0e-03
  40000      3.21e+00    2.91e+00      5.24e-02    4.68e-02      1.43e-01    1.30e-01    1.0e-03
  40100      2.73e+00    2.01e+00      9.53e-02    5.14e-02      1.20e-01    8.93e-02    1.0e-03
  40200      2.31e+00    2.12e+00      9.14e-02    2.18e-02      1.02e-01    9.49e-02    1.0e-03
  40300      3.54e+00    2.61e+00      5.58e-02    2.27e-01      1.58e-01    1.14e-01    1.0e-03
  40400      3.33e+00    3.07e+00      8.61e-02    7.77e-02      1.48e-01    1.37e-01    1.0e-03
  40500      3.01e+00    1.85e+00      6.46e-02    5.77e-02      1.34e-01    8.19e-02    1.0e-03
  40600      2.29e+00    2.65e+00      3.66e-02    1.02e-01      1.02e-01    1.17e-01    1.0e-03
  40700      2.20e+00    3.35e+00      8.71e-02    2.92e-02      9.74e-02    1.50e-01    1.0e-03
  40800      3.35e+00    1.94e+00      6.91e-02    2.62e-02      1.49e-01    8.65e-02    1.0e-03
  40900      3.63e+00    2.38e+00      1.18e-02    6.90e-02      1.62e-01    1.06e-01    1.0e-03
  41000      3.15e+00    2.75e+00      9.57e-02    2.95e-03      1.40e-01    1.23e-01    1.0e-03
  41100      2.82e+00    2.81e+00      8.39e-02    1.97e-01      1.26e-01    1.24e-01    1.0e-03
  41200      3.86e+00    5.06e+00      4.67e-02    4.36e-02      1.72e-01    2.26e-01    1.0e-03
  41300      2.62e+00    3.04e+00      2.62e-02    7.47e-02      1.17e-01    1.35e-01    1.0e-03
  41400      2.33e+00    2.30e+00      3.00e-02    2.27e-02      1.04e-01    1.03e-01    1.0e-03
  41500      3.13e+00    3.58e+00      3.88e-02    1.24e-01      1.40e-01    1.60e-01    1.0e-03
  41600      3.69e+00    2.95e+00      6.49e-02    1.13e-02      1.64e-01    1.32e-01    1.0e-03
  41700      2.49e+00    2.16e+00      4.11e-02    6.85e-02      1.11e-01    9.59e-02    1.0e-03
  41800      2.52e+00    2.46e+00      1.17e-01    2.99e-02      1.12e-01    1.10e-01    1.0e-03
  41900      2.65e+00    2.93e+00      7.41e-02    7.30e-03      1.18e-01    1.31e-01    1.0e-03
  42000      2.75e+00    2.50e+00      1.38e-01    1.52e-02      1.21e-01    1.12e-01    1.0e-03
  42100      2.50e+00    3.61e+00      5.24e-02    8.40e-02      1.11e-01    1.61e-01    1.0e-03
  42200      2.02e+00    1.90e+00      9.26e-02    3.19e-02      8.92e-02    8.49e-02    1.0e-03
  42300      2.48e+00    3.41e+00      4.47e-02    3.15e-03      1.11e-01    1.52e-01    1.0e-03
  42400      2.46e+00    2.59e+00      6.39e-02    8.59e-02      1.09e-01    1.15e-01    1.0e-03
  42500      2.15e+00    3.08e+00      2.04e-02    1.02e-02      9.59e-02    1.38e-01    1.0e-03
  42600      2.39e+00    2.51e+00      1.20e-01    8.59e-03      1.04e-01    1.12e-01    1.0e-03
  42700      2.80e+00    3.14e+00      1.01e-01    1.12e-01      1.24e-01    1.39e-01    1.0e-03
  42800      2.39e+00    2.78e+00      7.47e-02    6.10e-02      1.06e-01    1.24e-01    1.0e-03
  42900      2.70e+00    2.47e+00      3.80e-02    1.19e-01      1.21e-01    1.09e-01    1.0e-03
  43000      2.50e+00    2.18e+00      6.31e-02    7.40e-02      1.11e-01    9.66e-02    1.0e-03
  43100      2.93e+00    3.35e+00      2.78e-02    6.00e-03      1.31e-01    1.50e-01    1.0e-03
  43200      2.33e+00    2.35e+00      3.68e-02    4.55e-02      1.04e-01    1.05e-01    1.0e-03
  43300      3.72e+00    2.98e+00      8.03e-02    1.01e-01      1.66e-01    1.32e-01    1.0e-03
  43400      2.50e+00    2.49e+00      6.41e-02    7.90e-02      1.11e-01    1.11e-01    1.0e-03
  43500      3.13e+00    2.37e+00      5.39e-02    5.79e-02      1.40e-01    1.06e-01    1.0e-03
  43600      3.03e+00    2.47e+00      7.05e-02    1.08e-03      1.35e-01    1.10e-01    1.0e-03
  43700      2.32e+00    2.09e+00      5.96e-02    3.11e-02      1.03e-01    9.35e-02    1.0e-03
  43800      4.48e+00    3.13e+00      9.41e-02    2.17e-01      1.98e-01    1.36e-01    1.0e-03
  43900      2.98e+00    3.73e+00      6.68e-02    7.58e-02      1.33e-01    1.66e-01    1.0e-03
  44000      2.74e+00    2.34e+00      1.03e-01    7.61e-03      1.20e-01    1.05e-01    1.0e-03
  44100      3.27e+00    3.24e+00      4.26e-02    8.85e-02      1.46e-01    1.44e-01    1.0e-03
  44200      2.41e+00    2.65e+00      7.40e-02    1.57e-01      1.07e-01    1.17e-01    1.0e-03
  44300      2.16e+00    2.73e+00      7.08e-02    5.72e-02      9.51e-02    1.22e-01    1.0e-03
  44400      2.47e+00    1.85e+00      9.50e-02    1.29e-01      1.09e-01    8.03e-02    1.0e-03
  44500      3.73e+00    4.15e+00      6.99e-02    1.09e-01      1.66e-01    1.85e-01    1.0e-03
  44600      2.54e+00    2.94e+00      8.80e-02    1.21e-01      1.12e-01    1.30e-01    1.0e-03
  44700      2.33e+00    2.43e+00      7.05e-02    3.03e-02      1.03e-01    1.09e-01    1.0e-03
  44800      3.61e+00    2.92e+00      8.23e-02    6.31e-02      1.61e-01    1.30e-01    1.0e-03
  44900      2.93e+00    2.17e+00      1.20e-01    2.47e-02      1.30e-01    9.68e-02    1.0e-03
  45000      4.32e+00    2.08e+00      6.00e-02    1.12e-01      1.92e-01    9.15e-02    1.0e-03
  45100      3.42e+00    3.23e+00      4.42e-02    2.40e-02      1.53e-01    1.44e-01    1.0e-03
  45200      2.74e+00    2.36e+00      3.42e-02    7.33e-02      1.23e-01    1.05e-01    1.0e-03
  45300      2.48e+00    1.65e+00      8.83e-02    4.37e-02      1.10e-01    7.36e-02    1.0e-03
  45400      2.25e+00    3.15e+00      5.11e-02    3.80e-02      1.00e-01    1.41e-01    1.0e-03
  45500      2.19e+00    2.29e+00      7.47e-02    5.55e-02      9.71e-02    1.02e-01    1.0e-03
  45600      3.79e+00    2.95e+00      2.78e-02    2.52e-01      1.69e-01    1.29e-01    1.0e-03
  45700      2.26e+00    2.07e+00      1.51e-02    2.12e-02      1.01e-01    9.24e-02    1.0e-03
  45800      2.57e+00    3.08e+00      1.04e-01    1.84e-01      1.13e-01    1.35e-01    1.0e-03
  45900      3.69e+00    3.60e+00      5.31e-02    1.59e-01      1.65e-01    1.60e-01    1.0e-03
  46000      2.63e+00    2.57e+00      4.99e-02    1.20e-01      1.17e-01    1.13e-01    1.0e-03
  46100      2.05e+00    2.71e+00      9.71e-02    1.44e-01      8.99e-02    1.19e-01    1.0e-03
  46200      2.94e+00    2.96e+00      7.12e-02    1.86e-01      1.31e-01    1.31e-01    1.0e-03
  46300      3.24e+00    2.43e+00      6.27e-02    5.20e-03      1.44e-01    1.09e-01    1.0e-03
